title_id,full_title,title,place,dates,capture_date,capture_timestamp
851,"Humpybong Weekly and Advertiser (Redcliffe, Qld. : 1927 - 1932)",Humpybong Weekly and Advertiser,"Redcliffe, QLD",1927 - 1932,2014-12-28,20141228021441
829,"Le Courrier Australien (Sydney, NSW : 1892  - 1954)",Le Courrier Australien,"Sydney, NSW",1892 - 1954,2014-12-28,20141228021441
842,Logan and Albert Advocate (Qld. : 1893 - 1900),Logan and Albert Advocate,QLD,1893 - 1900,2014-12-28,20141228021441
843,"Logan and Albert Bulletin (Southport, Qld. : 1896 - 1901; 1909; 1921; 1922; 1928)",Logan and Albert Bulletin,"Southport, QLD",1896 - 1901; 1909; 1921; 1922; 1928,2014-12-28,20141228021441
850,"Logan Witness (Beenleigh, Qld. : 1878 - 1893)",Logan Witness,"Beenleigh, QLD",1878 - 1893,2014-12-28,20141228021441
801,"Man on the Land (Gosford, NSW : 1936 - 1938)",Man on the Land,"Gosford, NSW",1936 - 1938,2014-12-28,20141228021441
797,"Norden (Melbourne, Vic. 1914 - 1918)",Norden,,"Melbourne, Vic. 1914 - 1918",2014-12-28,20141228021441
846,Norseman Esperance Guardian and Dundas Goldfields Advertiser (WA : 1896),Norseman Esperance Guardian and Dundas Goldfields Advertiser,WA,1896,2014-12-28,20141228021441
845,Norseman Pioneer (WA : 1896 - 1897),Norseman Pioneer,WA,1896 - 1897,2014-12-28,20141228021441
591,Numurkah Leader (Vic. : 1895 - 1948),Numurkah Leader,VIC,1895 - 1948,2014-12-28,20141228021441
823,"Observer (Adelaide, SA : 1905 - 1931)",Observer,"Adelaide, SA",1905 - 1931,2014-12-28,20141228021441
764,Port Fairy Times and McArthur News (Vic. : 1917 - 1918),Port Fairy Times and McArthur News,VIC,1917 - 1918,2014-12-28,20141228021441
596,"Punch (Melbourne, Vic. : 1900 - 1918)",Punch,"Melbourne, VIC",1900 - 1918,2014-12-28,20141228021441
690,Shipping Gazette and Sydney General Trade List (NSW : 1844 - 1860),Shipping Gazette and Sydney General Trade List,NSW,1844 - 1860,2014-12-28,20141228021441
854,"St George Call (Kogarah, NSW : 1914 - 1924)",St George Call,"Kogarah, NSW",1914 - 1924,2014-12-28,20141228021441
696,"Sydney General Trade List, Mercantile Chronicle and Advertiser (NSW : 1830 )","Sydney General Trade List, Mercantile Chronicle and Advertiser",NSW,1830,2014-12-28,20141228021441
697,Sydney Mail (NSW : 1860 - 1871),Sydney Mail,NSW,1860 - 1871,2014-12-28,20141228021441
698,Sydney Mail and New South Wales Advertiser (NSW : 1871 - 1912),Sydney Mail and New South Wales Advertiser,NSW,1871 - 1912,2014-12-28,20141228021441
692,"Sydney Sportsman (Surry Hills, NSW : 1900 - 1954)",Sydney Sportsman,"Surry Hills, NSW",1900 - 1954,2014-12-28,20141228021441
865,"Tasmanian Morning Herald (Hobart, Tas. : 1865 - 1866)",Tasmanian Morning Herald,"Hobart, TAS",1865 - 1866,2014-12-28,20141228021441
866,"Tasmanian News (Hobart, Tas. : 1883 - 1911)",Tasmanian News,"Hobart, TAS",1883 - 1911,2014-12-28,20141228021441
855,Temora Star (NSW : 1881 - 1883),Temora Star,NSW,1881 - 1883,2014-12-28,20141228021441
831,Times Victor Harbour and Encounter Bay and Lower Murray Pilot (SA : 1930 - 1932),Times Victor Harbour and Encounter Bay and Lower Murray Pilot,SA,1930 - 1932,2014-12-28,20141228021441
700,Ulladulla and Milton Times (NSW : 1891 - 1917),Ulladulla and Milton Times,NSW,1891 - 1917,2014-12-28,20141228021441
867,"Van Diemen's Land Chronicle (Hobart, Tas. : 1841)",Van Diemen's Land Chronicle,"Hobart, TAS",1841,2014-12-28,20141228021441
832,Victor Harbour Times (SA : 1932 - 1954),Victor Harbour Times,SA,1932 - 1954,2014-12-28,20141228021441
705,"Chinese Times (Melbourne, Vic. : 1902 - 1922)",Chinese Times,"Melbourne, VIC",1902 - 1922,2015-01-28,20150128030928
837,"Daily Mercury (Mackay, Qld. : 1906 - 1954)",Daily Mercury,"Mackay, QLD",1906 - 1954,2015-01-28,20150128030928
688,Gosford Times and Gosford and Wollombi Express (NSW : 1892 - 1906),Gosford Times and Gosford and Wollombi Express,NSW,1892 - 1906,2015-01-28,20150128030928
704,"Guang yi hua bao= The Chinese Australian Herald (Sydney, NSW : 1894 - 1923)",Guang yi hua bao= The Chinese Australian Herald,"Sydney, NSW",1894 - 1923,2015-01-28,20150128030928
839,Gympie Times and Mary River Mining Gazette (Qld. : 1868 - 1919),Gympie Times and Mary River Mining Gazette,QLD,1868 - 1919,2015-01-28,20150128030928
822,"Leader (Angaston, SA : 1918 - 1954)",Leader,"Angaston, SA",1918 - 1954,2015-01-28,20150128030928
836,Mackay Mercury (Qld. : 1887 - 1905),Mackay Mercury,QLD,1887 - 1905,2015-01-28,20150128030928
825,"Quiz (Adelaide, SA : 1889 - 1890)",Quiz,"Adelaide, SA",1889 - 1890,2015-01-28,20150128030928
841,"Quiz (Adelaide, SA : 1900 - 1909)",Quiz,"Adelaide, SA",1900 - 1909,2015-01-28,20150128030928
824,"Quiz and the Lantern (Adelaide, SA : 1890 - 1900)",Quiz and the Lantern,"Adelaide, SA",1890 - 1900,2015-01-28,20150128030928
826,"Southern Cross (Adelaide, SA : 1889 - 1954)",Southern Cross,"Adelaide, SA",1889 - 1954,2015-01-28,20150128030928
693,Sydney General Trade List (NSW : 1828 - 1829),Sydney General Trade List,NSW,1828 - 1829,2015-01-28,20150128030928
694,Sydney General Trade List (NSW : 1834 - 1842),Sydney General Trade List,NSW,1834 - 1842,2015-01-28,20150128030928
695,"Sydney General Trade List, and Mercantile Advertiser (NSW : 1829 - 1830)","Sydney General Trade List, and Mercantile Advertiser",NSW,1829 - 1830,2015-01-28,20150128030928
840,"Telegraph (Brisbane, Qld. : 1872 - 1947)",Telegraph,"Brisbane, QLD",1872 - 1947,2015-01-28,20150128030928
827,"Transcontinental (Port Augusta, SA : 1914 - 1954)",Transcontinental,"Port Augusta, SA",1914 - 1954,2015-01-28,20150128030928
699,"Truth (Sydney, NSW : 1894 - 1954)",Truth,"Sydney, NSW",1894 - 1954,2015-01-28,20150128030928
828,"West Coast Sentinel (Streaky Bay, SA : 1912 - 1954)",West Coast Sentinel,"Streaky Bay, SA",1912 - 1954,2015-01-28,20150128030928
702,Wingham Chronicle and Manning River Observer (NSW : 1898 - 1954),Wingham Chronicle and Manning River Observer,NSW,1898 - 1954,2015-01-28,20150128030928
185,Ballarat Star (Vic. : 1865 - 1924),Ballarat Star,VIC,1865 - 1924,2015-02-23,20150223023203
806,Bendigo Independent (Vic. : 1891 - 1901),Bendigo Independent,VIC,1891 - 1901,2015-02-23,20150223023203
833,Cloncurry Advocate (Qld. : 1931 - 1953),Cloncurry Advocate,QLD,1931 - 1953,2015-02-23,20150223023203
834,Darling Downs Gazette (Qld. : 1881 - 1922),Darling Downs Gazette,QLD,1881 - 1922,2015-02-23,20150223023203
835,Mackay Mercury and South Kennedy Advertiser (Qld. : 1867 - 1887),Mackay Mercury and South Kennedy Advertiser,QLD,1867 - 1887,2015-02-23,20150223023203
874,Melbourne Punch  (Vic. : 1856 - 1900),Melbourne Punch,VIC,1856 - 1900,2015-02-23,20150223023203
838,"Nashville Times, Gympie and Mary River Mining Gazette (Qld. : 1868)","Nashville Times, Gympie and Mary River Mining Gazette",QLD,1868,2015-02-23,20150223023203
854,"St George Call (Kogarah, NSW : 1914 - 1923)",St George Call,"Kogarah, NSW",1914 - 1923,2015-02-23,20150223023203
97,Townsville Daily Bulletin (Qld. : 1907 - 1954),Townsville Daily Bulletin,QLD,1907 - 1954,2015-02-23,20150223023203
877,"Manning River Times and Advocate for the Northern Coast Districts of New South Wales (Taree, NSW : 1898 - 1954)",Manning River Times and Advocate for the Northern Coast Districts of New South Wales,"Taree, NSW",1898 - 1954,2015-02-24,20150224200205
879,Don Dorrigo Gazette and Guy Fawkes Advocate (NSW : 1910 - 1954),Don Dorrigo Gazette and Guy Fawkes Advocate,NSW,1910 - 1954,2015-03-01,20150301170416
765,"Every Week (Bairnsdale, Vic. : 1914 - 1918)",Every Week,"Bairnsdale, VIC",1914 - 1918,2015-03-01,20150301170416
873,"Free Lance (Melbourne, Vic. : 1896)",Free Lance,"Melbourne, VIC",1896,2015-03-01,20150301170416
881,"Macleay Chronicle (Kempsey, NSW : 1899 - 1952)",Macleay Chronicle,"Kempsey, NSW",1899 - 1952,2015-03-01,20150301170416
874,Melbourne Punch  (Vic. : 1855 - 1900),Melbourne Punch,VIC,1855 - 1900,2015-03-01,20150301170416
756,Avoca Mail (Vic. : 1863 - 1900; 1915 -1918),Avoca Mail,VIC,1863 - 1900; 1915 - 1918,2015-04-01,20150401011844
232,Ballarat Courier (Vic. : 1869 - 1875; 1914 - 1918),Ballarat Courier,VIC,1869 - 1875; 1914 - 1918,2015-04-01,20150401011844
256,"Biz (Fairfield, NSW : 1928 - 1972)",Biz,"Fairfield, NSW",1928 - 1972,2015-04-01,20150401011844
876,Bundarra and Tingha Advocate (NSW : 1900 - 1906),Bundarra and Tingha Advocate,NSW,1900 - 1906,2015-04-01,20150401011844
710,"Catholic Freeman's Journal (Sydney, NSW : 1933 - 1942)",Catholic Freeman's Journal,"Sydney, NSW",1933 - 1942,2015-04-01,20150401011844
870,"Champion (Melbourne, Vic. : 1895 - 1897)",Champion,"Melbourne, VIC",1895 - 1897,2015-04-01,20150401011844
545,Cobram Courier (Vic. : 1914 - 1954),Cobram Courier,VIC,1914 - 1954,2015-04-01,20150401011844
858,"Critic (Hobart, Tas. : 1892 - 1893)",Critic,"Hobart, TAS",1892 - 1893,2015-04-01,20150401011844
862,"Devon Herald (Latrobe, Tas. : 1877 - 1889)",Devon Herald,"Latrobe, TAS",1877 - 1889,2015-04-01,20150401011844
903,Glen Innes Examiner (NSW : 1908 - 1954),Glen Innes Examiner,NSW,1908 - 1954,2015-04-01,20150401011844
902,Glen Innes Examiner and General Advertiser (NSW : 1907 - 1908),Glen Innes Examiner and General Advertiser,NSW,1907 - 1908,2015-04-01,20150401011844
871,Good Neighbour (ACT : 1950 - 1969),Good Neighbour,ACT,1950 - 1969,2015-04-01,20150401011844
888,Guyra Argus (NSW : 1902 - 1954),Guyra Argus,NSW,1902 - 1954,2015-04-01,20150401011844
886,Gwydir Examiner and Moree General Advertiser (NSW : 1898 - 1899),Gwydir Examiner and Moree General Advertiser,NSW,1898 - 1899,2015-04-01,20150401011844
567,Hamilton Spectator (Vic. : 1870 - 1918),Hamilton Spectator,VIC,1870 - 1918,2015-04-01,20150401011844
889,Henty Observer (NSW : 1914 - 1950),Henty Observer,NSW,1914 - 1950,2015-04-01,20150401011844
880,Inverell Argus (NSW : 1899 - 1904),Inverell Argus,NSW,1899 - 1904,2015-04-01,20150401011844
645,Jerilderie Herald and Urana Advertiser (NSW : 1898 - 1958),Jerilderie Herald and Urana Advertiser,NSW,1898 - 1958,2015-04-01,20150401011844
885,"Justice (Narrabri, NSW : 1891)",Justice,"Narrabri, NSW",1891,2015-04-01,20150401011844
795,"Labor Call (Melbourne, Vic. : 1906; 1914 - 1918)",Labor Call,"Melbourne, VIC",1906; 1914 - 1918,2015-04-01,20150401011844
868,"Land (Hobart, Tas. : 1924 - 1925)",Land,"Hobart, TAS",1924 - 1925,2015-04-01,20150401011844
319,"Leader (Melbourne, Vic. : 1862 - 1918)",Leader,"Melbourne, VIC",1862 - 1918,2015-04-01,20150401011844
887,Moree Examiner and General Advertiser (NSW : 1899),Moree Examiner and General Advertiser,NSW,1899,2015-04-01,20150401011844
582,Mount. Alexander Mail (Vic. : 1854 - 1917),Mount. Alexander Mail,VIC,1854 - 1917,2015-04-01,20150401011844
878,"North West Champion (Moree, NSW : 1915 - 1954)",North West Champion,"Moree, NSW",1915 - 1954,2015-04-01,20150401011844
652,"North Western Courier (Narrabri, NSW : 1913 - 1955)",North Western Courier,"Narrabri, NSW",1913 - 1955,2015-04-01,20150401011844
890,"Observer (Henty, NSW : 1950 - 1954)",Observer,"Henty, NSW",1950 - 1954,2015-04-01,20150401011844
326,"Ovens and Murray Advertiser (Beechworth, Vic. : 1855 -1918)",Ovens and Murray Advertiser,"Beechworth, VIC",1855 - 1918,2015-04-01,20150401011844
596,"Punch (Melbourne, Vic. : 1900 - 1918; 1925)",Punch,"Melbourne, VIC",1900 - 1918; 1925,2015-04-01,20150401011844
654,Raymond Terrace Examiner and Lower Hunter and Port Stephens Advertiser (NSW : 1912 - 1955),Raymond Terrace Examiner and Lower Hunter and Port Stephens Advertiser,NSW,1912 - 1955,2015-04-01,20150401011844
330,"Snowy River Mail (Orbost, Vic. : 1911 - 1918)",Snowy River Mail,"Orbost, VIC",1911 - 1918,2015-04-01,20150401011844
672,"South Coast Bulletin (Southport, Qld. : 1929 - 1949)",South Coast Bulletin,"Southport, QLD",1929 - 1949,2015-04-01,20150401011844
882,Tingha Advocate and North-Western Advocate (NSW : 1916 - 1932),Tingha Advocate and North-Western Advocate,NSW,1916 - 1932,2015-04-01,20150401011844
869,"Trumpeter General (Hobart, Tas. : 1833 - 1834)",Trumpeter General,"Hobart, TAS",1833 - 1834,2015-04-01,20150401011844
659,Tumut and Adelong Times (NSW : 1864 - 1867; 1899 - 1950),Tumut and Adelong Times,NSW,1864 - 1867; 1899 - 1950,2015-04-01,20150401011844
884,Uralla Times (NSW : 1923 - 1954),Uralla Times,NSW,1923 - 1954,2015-04-01,20150401011844
883,Uralla Times and District Advocate (NSW : 1915 - 1923),Uralla Times and District Advocate,NSW,1915 - 1923,2015-04-01,20150401011844
872,"Woman Voter (Melbourne, Vic. : 1911 - 1919)",Woman Voter,"Melbourne, VIC",1911 - 1919,2015-04-01,20150401011844
983,Armidale Chronicle (NSW : 1894 - 1929),Armidale Chronicle,NSW,1894 - 1929,2015-04-25,20150425143404
893,"Daily Standard (Brisbane, Qld. : 1912 - 1936)",Daily Standard,"Brisbane, QLD",1912 - 1936,2015-04-25,20150425143404
904,Inverell Times (NSW : 1899 - 1954),Inverell Times,NSW,1899 - 1954,2015-04-25,20150425143404
764,Port Fairy Times and Macarthur News (Vic. : 1917 - 1918),Port Fairy Times and Macarthur News,VIC,1917 - 1918,2015-04-25,20150425143404
875,"Sporting Globe (Melbourne, Vic. : 1922 - 1954)",Sporting Globe,"Melbourne, VIC",1922 - 1954,2015-04-25,20150425143404
832,Victor Harbour Times (SA : 1932 - 1986),Victor Harbour Times,SA,1932 - 1986,2015-04-25,20150425143404
892,Warwick Daily News (Qld. : 1919 -1954),Warwick Daily News,QLD,1919 - 1954,2015-04-25,20150425143404
632,West Wyalong Advocate (NSW : 1928 - 1954),West Wyalong Advocate,NSW,1928 - 1954,2015-04-25,20150425143404
930,"All British (Perth, WA : 1916)",All British,"Perth, WA",1916,2015-07-02,20150702092913
985,Armidale Express and New England General Advertiser (NSW : 1856 - 1861; 1863 - 1889; 1891 -1954),Armidale Express and New England General Advertiser,NSW,1856 - 1861; 1863 - 1889; 1891 - 1954,2015-07-02,20150702092913
755,Avoca Free Press and Farmers' and Miners' Journal (Vic. : 1900; 1914 - 1918),Avoca Free Press and Farmers' and Miners' Journal,VIC,1900; 1914 - 1918,2015-07-02,20150702092913
805,"Banner (Melbourne, Vic. : 1853 - 1854)",Banner,"Melbourne, VIC",1853 - 1854,2015-07-02,20150702092913
912,"Blackheath Beacon (Katoomba, NSW : 1930 - 1931)",Blackheath Beacon,"Katoomba, NSW",1930 - 1931,2015-07-02,20150702092913
913,"Blackheath Bulletin (Katoomba, NSW : 1929 - 1931)",Blackheath Bulletin,"Katoomba, NSW",1929 - 1931,2015-07-02,20150702092913
911,"Blue Mountain Star (Katoomba, NSW : 1929 - 1931)",Blue Mountain Star,"Katoomba, NSW",1929 - 1931,2015-07-02,20150702092913
921,"Blue Mountains Advertiser (Katoomba, NSW : 1940 - 1954)",Blue Mountains Advertiser,"Katoomba, NSW",1940 - 1954,2015-07-02,20150702092913
910,"Blue Mountains Daily (Katoomba, NSW : 1939)",Blue Mountains Daily,"Katoomba, NSW",1939,2015-07-02,20150702092913
908,"Blue Mountains Gazette (Katoomba, NSW : 1903 - 1904)",Blue Mountains Gazette,"Katoomba, NSW",1903 - 1904,2015-07-02,20150702092913
920,"Blue Mountains Times (Katoomba, NSW : 1931 - 1937)",Blue Mountains Times,"Katoomba, NSW",1931 - 1937,2015-07-02,20150702092913
899,Bowen Independent (Qld. : 1911 - 1954),Bowen Independent,QLD,1911 - 1954,2015-07-02,20150702092913
914,"Chronicle (Katoomba, NSW : 1929)",Chronicle,"Katoomba, NSW",1929,2015-07-02,20150702092913
989,Coffs Harbour Advocate (NSW : 1907 - 1942; 1946 - 1954),Coffs Harbour Advocate,NSW,1907 - 1942; 1946 - 1954,2015-07-02,20150702092913
933,"Collie Mail (Perth, WA : 1914 - 1918)",Collie Mail,"Perth, WA",1914 - 1918,2015-07-02,20150702092913
1005,"Daily Examiner (Grafton, NSW : 1915 - 1954)",Daily Examiner,"Grafton, NSW",1915 - 1954,2015-07-02,20150702092913
934,"Eastern Recorder (Kellerberrin, WA : 1914 - 1918)",Eastern Recorder,"Kellerberrin, WA",1914 - 1918,2015-07-02,20150702092913
918,"Enterprise (Katoomba, NSW : 1913)",Enterprise,"Katoomba, NSW",1913,2015-07-02,20150702092913
807,"Farmer's Journal and Gardener's Chronicle (Melbourne, Vic. : 1862 - 1864)",Farmer's Journal and Gardener's Chronicle,"Melbourne, VIC",1862 - 1864,2015-07-02,20150702092913
567,Hamilton Spectator (Vic. : 1870 - 1873; 1914 - 1918),Hamilton Spectator,VIC,1870 - 1873; 1914 - 1918,2015-07-02,20150702092913
927,"Hamilton Spectator and Grange District Advertiser (South Melbourne, Vic. : 1860 - 1870)",Hamilton Spectator and Grange District Advertiser,"South Melbourne, VIC",1860 - 1870,2015-07-02,20150702092913
931,"Harvey Chronicle (Pinjarra, WA : 1915 - 1916)",Harvey Chronicle,"Pinjarra, WA",1915 - 1916,2015-07-02,20150702092913
915,"Hospital Saturday News (Katoomba, NSW : 1930)",Hospital Saturday News,"Katoomba, NSW",1930,2015-07-02,20150702092913
745,"Hummer (Wagga Wagga, NSW : 1891 - 1892)",Hummer,"Wagga Wagga, NSW",1891 - 1892,2015-07-02,20150702092913
916,"Independent (Katoomba, NSW : 1930 - 1931)",Independent,"Katoomba, NSW",1930 - 1931,2015-07-02,20150702092913
924,"Kangaroo Island Courier (Kingscote, SA : 1907 - 1951)",Kangaroo Island Courier,"Kingscote, SA",1907 - 1951,2015-07-02,20150702092913
909,Katoomba Daily (NSW : 1920 - 1939),Katoomba Daily,NSW,1920 - 1939,2015-07-02,20150702092913
906,Katoomba Times (NSW : 1889 - 1894),Katoomba Times,NSW,1889 - 1894,2015-07-02,20150702092913
928,"Labor Vanguard (Perth, WA : 1911; 1916)",Labor Vanguard,"Perth, WA",1911; 1916,2015-07-02,20150702092913
925,Laura Standard (SA : 1889 - 1917),Laura Standard,SA,1889 - 1917,2015-07-02,20150702092913
926,Laura Standard and Crystal Brook Courier (SA : 1917 - 1948),Laura Standard and Crystal Brook Courier,SA,1917 - 1948,2015-07-02,20150702092913
1006,Manilla Express (NSW : 1899 - 1954),Manilla Express,NSW,1899 - 1954,2015-07-02,20150702092913
582,Mount Alexander Mail (Vic. : 1854 - 1917),Mount Alexander Mail,VIC,1854 - 1917,2015-07-02,20150702092913
919,"Mountain Daily (Katoomba, NSW : 1919 - 1920)",Mountain Daily,"Katoomba, NSW",1919 - 1920,2015-07-02,20150702092913
907,"Mountaineer (Katoomba, NSW : 1894 - 1908)",Mountaineer,"Katoomba, NSW",1894 - 1908,2015-07-02,20150702092913
932,"Nor-West Echo (Broome, WA : 1914 - 1918)",Nor-West Echo,"Broome, WA",1914 - 1918,2015-07-02,20150702092913
896,Pinnaroo and Border Times (SA. : 1911 - 1954),Pinnaroo and Border Times,SA,1911 - 1954,2015-07-02,20150702092913
897,"Pinnaroo Country News (Lameroo, SA : 1908 - 1922)",Pinnaroo Country News,"Lameroo, SA",1908 - 1922,2015-07-02,20150702092913
917,"Record of the Blue Mountains (Katoomba, NSW : 1924)",Record of the Blue Mountains,"Katoomba, NSW",1924,2015-07-02,20150702092913
929,"Sparks' Fortnightly (Perth, WA : 1916 - 1919)",Sparks' Fortnightly,"Perth, WA",1916 - 1919,2015-07-02,20150702092913
882,Tingha Advocate and North-Western Journal (NSW : 1916 - 1932),Tingha Advocate and North-Western Journal,NSW,1916 - 1932,2015-07-02,20150702092913
1007,"Tweed Daily (Murwillumbah, NSW : 1914 - 1949)",Tweed Daily,"Murwillumbah, NSW",1914 - 1949,2015-07-02,20150702092913
992,Uralla News (NSW : 1904 - 1907),Uralla News,NSW,1904 - 1907,2015-07-02,20150702092913
808,"Victorian Farmers Journal and Gardeners Chronicle (Melbourne, Vic. : 1860 - 1862)",Victorian Farmers Journal and Gardeners Chronicle,"Melbourne, VIC",1860 - 1862,2015-07-02,20150702092913
962,Walcha News (NSW : 1932 - 1935),Walcha News,NSW,1932 - 1935,2015-07-02,20150702092913
923,Walcha News and Southern New England Advocate (NSW : 1904 - 1907; 1927),Walcha News and Southern New England Advocate,NSW,1904 - 1907; 1927,2015-07-02,20150702092913
922,Walcha Witness (NSW : 1895 - 1906),Walcha Witness,NSW,1895 - 1906,2015-07-02,20150702092913
891,"Week (Brisbane, Qld. : 1876 - 1934)",Week,"Brisbane, QLD",1876 - 1934,2015-07-02,20150702092913
861,"World (Hobart, Tas. : 1918 - 1924)",World,"Hobart, TAS",1918 - 1924,2015-07-02,20150702092913
984,Adelaide Chronicle and South Australian Advertiser (SA : 1839 - 1840),Adelaide Chronicle and South Australian Advertiser,SA,1839 - 1840,2015-08-13,20150813143421
986,Adelaide Chronicle and South Australian Literary Record (SA : 1840 - 1842),Adelaide Chronicle and South Australian Literary Record,SA,1840 - 1842,2015-08-13,20150813143421
232,Ballarat Courier (Vic. : 1869 - 1878; 1914 - 1918),Ballarat Courier,VIC,1869 - 1878; 1914 - 1918,2015-08-13,20150813143421
717,Benalla Standard (Vic. : 1901 - 1925),Benalla Standard,VIC,1901 - 1925,2015-08-13,20150813143421
806,Bendigo Independent (Vic. : 1891 - 1918),Bendigo Independent,VIC,1891 - 1918,2015-08-13,20150813143421
908,"Blue Mountain Gazette (Katoomba, NSW : 1903 - 1904)",Blue Mountain Gazette,"Katoomba, NSW",1903 - 1904,2015-08-13,20150813143421
538,Bruthen and Tambo Times (Vic. : 1914 - 1919),Bruthen and Tambo Times,VIC,1914 - 1919,2015-08-13,20150813143421
954,"Church of England Messenger (Melbourne, Vic. : 1870 - 1876)",Church of England Messenger,"Melbourne, VIC",1870 - 1876,2015-08-13,20150813143421
957,"Church of England Messenger (Melbourne, Vic. : 1905)",Church of England Messenger,"Melbourne, VIC",1905,2015-08-13,20150813143421
955,Church of England Messenger and Ecclesiastical Gazette for the Diocese of Melbourne and Ballarat  (Vic. : 1876 - 1889),Church of England Messenger and Ecclesiastical Gazette for the Diocese of Melbourne and Ballarat,VIC,1876 - 1889,2015-08-13,20150813143421
953,Church of England Messenger for the Diocese of Melbourne (Vic. : 1869),Church of England Messenger for the Diocese of Melbourne,VIC,1869,2015-08-13,20150813143421
956,Church of England Messenger for Victoria and Ecclesiastical Gazette for the Diocese of Melbourne (Vic. 1889 - 1905),Church of England Messenger for Victoria and Ecclesiastical Gazette for the Diocese of Melbourne,,Vic. 1889 - 1905,2015-08-13,20150813143421
542,Clunes Guardian and Gazette (Vic. : 1914 - 1918),Clunes Guardian and Gazette,VIC,1914 - 1918,2015-08-13,20150813143421
545,Cobram Courier (Vic. : 1888 - 1954),Cobram Courier,VIC,1888 - 1954,2015-08-13,20150813143421
901,Dandenong Journal (Vic. : 1927 - 1954),Dandenong Journal,VIC,1927 - 1954,2015-08-13,20150813143421
966,"Evening Journal (Adelaide, SA : 1869 - 1912)",Evening Journal,"Adelaide, SA",1869 - 1912,2015-08-13,20150813143421
943,"Evening News (Rockhampton, Qld. : 1924 - 1941)",Evening News,"Rockhampton, QLD",1924 - 1941,2015-08-13,20150813143421
898,"Gadfly (Adelaide, SA : 1906 - 1909)",Gadfly,"Adelaide, SA",1906 - 1909,2015-08-13,20150813143421
558,Geelong Advertiser (Vic. : 1859 - 1926),Geelong Advertiser,VIC,1859 - 1926,2015-08-13,20150813143421
565,Great Southern Advocate (Vic. : 1889 - 1906; 1914 - 1918),Great Southern Advocate,VIC,1889 - 1906; 1914 - 1918,2015-08-13,20150813143421
967,"Journal (Adelaide, SA : 1912 - 1923)",Journal,"Adelaide, SA",1912 - 1923,2015-08-13,20150813143421
958,Melbourne Leader (Vic. : 1861 - 1862),Melbourne Leader,VIC,1861 - 1862,2015-08-13,20150813143421
949,"North West Post (Formby, Tas. : 1887 - 1916)",North West Post,"Formby, TAS",1887 - 1916,2015-08-13,20150813143421
969,"Pioneer (Yorketown, SA : 1898 - 1954)",Pioneer,"Yorketown, SA",1898 - 1954,2015-08-13,20150813143421
900,Pittsworth Sentinel (Qld. : 1919 - 1954),Pittsworth Sentinel,QLD,1919 - 1954,2015-08-13,20150813143421
964,Port Adelaide News (SA : 1878 - 1883),Port Adelaide News,SA,1878 - 1883,2015-08-13,20150813143421
963,Port Adelaide News and Commercial and Shipping Gazette (SA : 1878),Port Adelaide News and Commercial and Shipping Gazette,SA,1878,2015-08-13,20150813143421
965,Port Adelaide News and Lefevre's Peninsula Advertiser (SA : 1883 - 1897),Port Adelaide News and Lefevre's Peninsula Advertiser,SA,1883 - 1897,2015-08-13,20150813143421
988,Port Augusta Dispatch (SA : 1877 - 1880),Port Augusta Dispatch,SA,1877 - 1880,2015-08-13,20150813143421
991,Port Augusta Dispatch (SA : 1884),Port Augusta Dispatch,SA,1884,2015-08-13,20150813143421
990,Port Augusta Dispatch and Flinders' Advertiser (SA : 1880 - 1884),Port Augusta Dispatch and Flinders' Advertiser,SA,1880 - 1884,2015-08-13,20150813143421
993,"Port Augusta Dispatch, Newcastle and Flinders Chronicle (SA : 1885 - 1916)","Port Augusta Dispatch, Newcastle and Flinders Chronicle",SA,1885 - 1916,2015-08-13,20150813143421
994,Port Pirie Standard and Barrier Advertiser  (SA : 1889 - 1898),Port Pirie Standard and Barrier Advertiser,SA,1889 - 1898,2015-08-13,20150813143421
595,Powlett Express and Victorian State Coalfields Advertiser (Vic. : 1915 - 1918),Powlett Express and Victorian State Coalfields Advertiser,VIC,1915 - 1918,2015-08-13,20150813143421
968,"Saturday Journal (Adelaide, SA : 1923 - 1929)",Saturday Journal,"Adelaide, SA",1923 - 1929,2015-08-13,20150813143421
960,"Snowy River Mail and Tambo and Croajingolong Gazette (Orbost, Vic. : 1890 - 1911)",Snowy River Mail and Tambo and Croajingolong Gazette,"Orbost, VIC",1890 - 1911,2015-08-13,20150813143421
1004,"South Australian Gazette and Colonial Register (Adelaide, SA : 1845 - 1847)",South Australian Gazette and Colonial Register,"Adelaide, SA",1845 - 1847,2015-08-13,20150813143421
987,"South Australian Gazette and Mining Journal (Adelaide, SA : 1847 - 1852)",South Australian Gazette and Mining Journal,"Adelaide, SA",1847 - 1852,2015-08-13,20150813143421
971,"South Eastern Times (Millicent, SA : 1906 - 1954)",South Eastern Times,"Millicent, SA",1906 - 1954,2015-08-13,20150813143421
854,"St George Call (Kogarah, NSW : 1904 - 1923)",St George Call,"Kogarah, NSW",1904 - 1923,2015-08-13,20150813143421
946,"Tasmanian (Launceston, Tas. : 1871 - 1879)",Tasmanian,"Launceston, TAS",1871 - 1879,2015-08-13,20150813143421
947,"Tasmanian (Launceston, Tas. : 1881 - 1895)",Tasmanian,"Launceston, TAS",1881 - 1895,2015-08-13,20150813143421
856,"Times (Victor Harbor, SA : 1987 - 1999)",Times,"Victor Harbor, SA",1987 - 1999,2015-08-13,20150813143421
