title_id,full_title,title,place,dates,capture_date,capture_timestamp
34,"Advertiser (Adelaide, SA : 1889-1931)",Advertiser,"Adelaide, SA",1889 - 1931,2009-11-12,20091112000713
13,"Argus (Melbourne, Vic. : 1848-1954)",Argus,"Melbourne, VIC",1848 - 1954,2009-11-12,20091112000713
16,Brisbane Courier (Qld. : 1864-1933),Brisbane Courier,QLD,1864 - 1933,2009-11-12,20091112000713
11,Canberra Times (ACT : 1926-1954),Canberra Times,ACT,1926 - 1954,2009-11-12,20091112000713
24,"Colonial Times (Hobart, Tas. : 1828-1857)",Colonial Times,"Hobart, TAS",1828 - 1857,2009-11-12,20091112000713
23,"Colonial Times and Tasmanian Advertiser (Hobart, Tas. : 1825-1827)",Colonial Times and Tasmanian Advertiser,"Hobart, TAS",1825 - 1827,2009-11-12,20091112000713
15,"Courier (Brisbane, Qld. : 1861-1864)",Courier,"Brisbane, QLD",1861 - 1864,2009-11-12,20091112000713
21,"Courier (Hobart, Tas. : 1840-1859)",Courier,"Hobart, TAS",1840 - 1859,2009-11-12,20091112000713
12,"Courier-Mail (Brisbane, Qld. : 1933-1954)",Courier-Mail,"Brisbane, QLD",1933 - 1954,2009-11-12,20091112000713
19,Hobart Town Courier (Tas. : 1827-1839),Hobart Town Courier,TAS,1827 - 1839,2009-11-12,20091112000713
20,Hobart Town Courier and Van Diemen’s Land Gazette (Tas. : 1839-1840),Hobart Town Courier and Van Diemen’s Land Gazette,TAS,1839 - 1840,2009-11-12,20091112000713
33,Hobart Town Daily Mercury (Tas. : 1858-1860),Hobart Town Daily Mercury,TAS,1858 - 1860,2009-11-12,20091112000713
22,Hobart Town Gazette (Tas. : 1825-1827),Hobart Town Gazette,TAS,1825 - 1827,2009-11-12,20091112000713
4,Hobart Town Gazette and Southern Reporter (Tas. : 1816-1821),Hobart Town Gazette and Southern Reporter,TAS,1816 - 1821,2009-11-12,20091112000713
5,Hobart Town Gazette and Van Diemen’s Land Advertiser (Tas. : 1821-1825),Hobart Town Gazette and Van Diemen’s Land Advertiser,TAS,1821 - 1825,2009-11-12,20091112000713
32,Hobart Town Mercury (Tas. : 1857),Hobart Town Mercury,TAS,1857,2009-11-12,20091112000713
31,Hobarton Mercury (Tas. : 1854-1857),Hobarton Mercury,TAS,1854 - 1857,2009-11-12,20091112000713
8,Maitland Mercury & Hunter River General Advertiser (NSW : 1843-1893),Maitland Mercury & Hunter River General Advertiser,NSW,1843 - 1893,2009-11-12,20091112000713
18,Melbourne Argus (Vic. : 1846-1848),Melbourne Argus,VIC,1846 - 1848,2009-11-12,20091112000713
10,"Mercury (Hobart, Tas. : 1860-1954)",Mercury,"Hobart, TAS",1860 - 1954,2009-11-12,20091112000713
14,"Moreton Bay Courier (Brisbane, Qld. : 1846-1861)",Moreton Bay Courier,"Brisbane, QLD",1846 - 1861,2009-11-12,20091112000713
36,"Northern Territory Times (Darwin, NT : 1927-1932)",Northern Territory Times,"Darwin, NT",1927 - 1932,2009-11-12,20091112000713
9,"Northern Territory Times and Gazette (Darwin, NT : 1873-1927)",Northern Territory Times and Gazette,"Darwin, NT",1873 - 1927,2009-11-12,20091112000713
26,Perth Gazette and Independent Journal of Politics and News (WA : 1848-1864),Perth Gazette and Independent Journal of Politics and News,WA,1848 - 1864,2009-11-12,20091112000713
28,Perth Gazette and West Australian Times (WA : 1864-1874),Perth Gazette and West Australian Times,WA,1864 - 1874,2009-11-12,20091112000713
6,Perth Gazette and Western Australian Journal (WA : 1833-1847),Perth Gazette and Western Australian Journal,WA,1833 - 1847,2009-11-12,20091112000713
7,"South Australian Advertiser (Adelaide, SA : 1858-1889)",South Australian Advertiser,"Adelaide, SA",1858 - 1889,2009-11-12,20091112000713
39,"Sun-Herald (Sydney, NSW : 1953-1954)",Sun-Herald,"Sydney, NSW",1953 - 1954,2009-11-12,20091112000713
3,Sydney Gazette and New South Wales Advertiser (NSW : 1803-1842),Sydney Gazette and New South Wales Advertiser,NSW,1803 - 1842,2009-11-12,20091112000713
37,Sydney Herald (NSW : 1831-1842),Sydney Herald,NSW,1831 - 1842,2009-11-12,20091112000713
35,Sydney Morning Herald (NSW : 1842-1954),Sydney Morning Herald,NSW,1842 - 1954,2009-11-12,20091112000713
30,"West Australian (Perth, WA : 1879-1954)",West Australian,"Perth, WA",1879 - 1954,2009-11-12,20091112000713
27,"West Australian Times (Perth, WA : 1863-1864)",West Australian Times,"Perth, WA",1863 - 1864,2009-11-12,20091112000713
29,"Western Australian Times (Perth, WA : 1874-1879)",Western Australian Times,"Perth, WA",1874 - 1879,2009-11-12,20091112000713
43,Camperdown Chronicle (Vic. : 1877-1954),Camperdown Chronicle,VIC,1877 - 1954,2010-04-16,20100416034706
42,"Queenslander (Brisbane, Qld. : 1866-1939)",Queenslander,"Brisbane, QLD",1866 - 1939,2010-04-16,20100416034706
38,"Sunday Herald (Sydney, NSW : 1949-1953)",Sunday Herald,"Sydney, NSW",1949 - 1953,2010-04-16,20100416034706
44,"Advertiser (Adelaide, SA : 1931-1954)",Advertiser,"Adelaide, SA",1931 - 1954,2011-02-27,20110227214533
148,"Advertiser (Hurstbridge, Vic. : 1922-1939)",Advertiser,"Hurstbridge, VIC",1922 - 1939,2011-02-27,20110227214533
45,"Advertiser and Register (Adelaide, SA : 1931)",Advertiser and Register,"Adelaide, SA",1931,2011-02-27,20110227214533
156,"Alexandra and Yea Standard and Yarck, Gobur, Thornton and Acheron Express (Vic. : 1908-1949)","Alexandra and Yea Standard and Yarck, Gobur, Thornton and Acheron Express",VIC,1908 - 1949,2011-02-27,20110227214533
155,"Alexandra and Yea Standard, Gobur, Thornton and Acheron Express (Vic. : 1877-1908)","Alexandra and Yea Standard, Gobur, Thornton and Acheron Express",VIC,1877 - 1908,2011-02-27,20110227214533
154,"Alexandra and Yea Standard, Thornton, Gobur and Acheron Express (Vic. : 1877)","Alexandra and Yea Standard, Thornton, Gobur and Acheron Express",VIC,1877,2011-02-27,20110227214533
157,"Alexandra Standard and Yarck, Gobur, Thornton, Taggerty and Acheron Express (Vic. : 1949-1954)","Alexandra Standard and Yarck, Gobur, Thornton, Taggerty and Acheron Express",VIC,1949 - 1954,2011-02-27,20110227214533
153,Alexandra Times (Vic. : 1868-1877),Alexandra Times,VIC,1868 - 1877,2011-02-27,20110227214533
47,"Army News (Darwin, NT : 1941-1946)",Army News,"Darwin, NT",1941 - 1946,2011-02-27,20110227214533
48,"Australasian Chronicle (Sydney, NSW : 1839-1843)",Australasian Chronicle,"Sydney, NSW",1839 - 1843,2011-02-27,20110227214533
50,"Australian (Sydney, NSW : 1824-1848)",Australian,"Sydney, NSW",1824 - 1848,2011-02-27,20110227214533
51,Australian Abo Call (National : 1938),Australian Abo Call,NATIONAL,1938,2011-02-27,20110227214533
112,Australian Women's Weekly (1932-1982),Australian Women's Weekly,,1932 - 1982,2011-02-27,20110227214533
53,"Barrier Miner (Broken Hill, NSW : 1888-1954)",Barrier Miner,"Broken Hill, NSW",1888 - 1954,2011-02-27,20110227214533
114,Braidwood Independent (NSW : 1867),Braidwood Independent,NSW,1867,2011-02-27,20110227214533
59,Burra Record (SA : 1878-1954),Burra Record,SA,1878 - 1954,2011-02-27,20110227214533
62,Cairns Morning Post (Qld. : 1907-1909),Cairns Morning Post,QLD,1907 - 1909,2011-02-27,20110227214533
60,Cairns Post (Qld. : 1884-1893),Cairns Post,QLD,1884 - 1893,2011-02-27,20110227214533
61,Cairns Post (Qld. : 1909-1954),Cairns Post,QLD,1909 - 1954,2011-02-27,20110227214533
66,"Colonist (Sydney, NSW : 1835-1840)",Colonist,"Sydney, NSW",1835 - 1840,2011-02-27,20110227214533
149,Eltham and Whittlesea Shires Advertiser (Vic. : 1940-1942),Eltham and Whittlesea Shires Advertiser,VIC,1940 - 1942,2011-02-27,20110227214533
147,Eltham and Whittlesea Shires Advertiser and Diamond Creek Valley Advocate (Vic. : 1917-1922),Eltham and Whittlesea Shires Advertiser and Diamond Creek Valley Advocate,VIC,1917 - 1922,2011-02-27,20110227214533
68,"Examiner (Launceston, Tas. : 1900-1954)",Examiner,"Launceston, TAS",1900 - 1954,2011-02-27,20110227214533
69,"Federal Capital Pioneer (Canberra, ACT : 1924-1926)",Federal Capital Pioneer,"Canberra, ACT",1924 - 1926,2011-02-27,20110227214533
73,Kalgoorlie Western Argus (WA : 1896-1916),Kalgoorlie Western Argus,WA,1896 - 1916,2011-02-27,20110227214533
127,"Kilmore Free Press (Kilmore, VIC : 1870-1954)",Kilmore Free Press,"Kilmore, VIC",1870 - 1954,2011-02-27,20110227214533
125,"Kilmore Free Press and Bourke and Dalhousie Advertiser (Kilmore, VIC : 1865)",Kilmore Free Press and Bourke and Dalhousie Advertiser,"Kilmore, VIC",1865,2011-02-27,20110227214533
74,Launceston Examiner (Tas. : 1842-1899),Launceston Examiner,TAS,1842 - 1899,2011-02-27,20110227214533
120,"Liverpool Herald (NSW, 1897-1907)",Liverpool Herald,,"NSW, 1897 - 1907",2011-02-27,20110227214533
102,Longreach Leader (Qld. :1923-1938),Longreach Leader,QLD,1923 - 1938,2011-02-27,20110227214533
75,"Mail (Adelaide, SA : 1912-1954)",Mail,"Adelaide, SA",1912 - 1954,2011-02-27,20110227214533
122,"Mercury (Fitzroy, Vic : 1875-1877)",Mercury,"Fitzroy, VIC",1875 - 1877,2011-02-27,20110227214533
123,Mercury and Weekly Courier (Vic: 1878-1903),Mercury and Weekly Courier,VIC,1878 - 1903,2011-02-27,20110227214533
76,"Monitor (Sydney, NSW : 1826-1828)",Monitor,"Sydney, NSW",1826 - 1828,2011-02-27,20110227214533
118,Moonta Herald (NT : 1869),Moonta Herald,NT,1869,2011-02-27,20110227214533
77,"Morning Bulletin (Rockhampton, Qld. : 1878-1954)",Morning Bulletin,"Rockhampton, QLD",1878 - 1954,2011-02-27,20110227214533
78,"Morning Chronicle (Sydney, NSW : 1843-1846)",Morning Chronicle,"Sydney, NSW",1843 - 1846,2011-02-27,20110227214533
79,"Morning Post (Cairns, Qld. : 1897-1907)",Morning Post,"Cairns, QLD",1897 - 1907,2011-02-27,20110227214533
80,"North Australian (Darwin, NT : 1883-1889)",North Australian,"Darwin, NT",1883 - 1889,2011-02-27,20110227214533
111,"North Australian and Northern Territory Government Gazette (Darwin, NT: 1889 -1890)",North Australian and Northern Territory Government Gazette,"Darwin, NT",1889 - 1890,2011-02-27,20110227214533
25,"Northern Standard (Darwin, NT : 1921-1955)",Northern Standard,"Darwin, NT",1921 - 1955,2011-02-27,20110227214533
84,Queanbeyan Age (NSW : 1867-1904),Queanbeyan Age,NSW,1867 - 1904,2011-02-27,20110227214533
113,Queanbeyan Age (NSW : 1904 -1907),Queanbeyan Age,NSW,1904 - 1907,2011-02-27,20110227214533
86,Queanbeyan Age (NSW : 1907 - 1915),Queanbeyan Age,NSW,1907 - 1915,2011-02-27,20110227214533
83,Queanbeyan Age and General Advertiser (NSW : 1864- 1867),Queanbeyan Age and General Advertiser,NSW,1864 - 1867,2011-02-27,20110227214533
87,Queanbeyan Age and Queanbeyan Observer (NSW : 1915-1927),Queanbeyan Age and Queanbeyan Observer,NSW,1915 - 1927,2011-02-27,20110227214533
119,Queanbeyan-Canberra Advocate (NSW : 1905-1927),Queanbeyan-Canberra Advocate,NSW,1905 - 1927,2011-02-27,20110227214533
89,"Register (Adelaide, SA : 1901-1929)",Register,"Adelaide, SA",1901 - 1929,2011-02-27,20110227214533
90,"Register News-Pictorial (Adelaide, SA : 1929-1931)",Register News-Pictorial,"Adelaide, SA",1929 - 1931,2011-02-27,20110227214533
91,Rockhampton Bulletin (Qld. : 1871-1878),Rockhampton Bulletin,QLD,1871 - 1878,2011-02-27,20110227214533
92,Rockhampton Bulletin and Central Queensland Advertiser (Qld. : 1861-1871),Rockhampton Bulletin and Central Queensland Advertiser,QLD,1861 - 1871,2011-02-27,20110227214533
40,"South Australian Gazette and Colonial Register (Adelaide, SA : 1836-1839)",South Australian Gazette and Colonial Register,"Adelaide, SA",1836 - 1839,2011-02-27,20110227214533
41,"South Australian Register (Adelaide, SA : 1839-1900)",South Australian Register,"Adelaide, SA",1839 - 1900,2011-02-27,20110227214533
93,"Sunday Times (Perth, WA : 1902-1954)",Sunday Times,"Perth, WA",1902 - 1954,2011-02-27,20110227214533
94,Sydney Chronicle (NSW : 1846-1848),Sydney Chronicle,NSW,1846 - 1848,2011-02-27,20110227214533
95,Sydney Monitor (NSW : 1828-1838),Sydney Monitor,NSW,1828 - 1838,2011-02-27,20110227214533
96,Sydney Monitor and Commercial Advertiser (NSW : 1838-1841),Sydney Monitor and Commercial Advertiser,NSW,1838 - 1841,2011-02-27,20110227214533
97,Townsville Daily Bulletin (Qld. : 1885-1954),Townsville Daily Bulletin,QLD,1885 - 1954,2011-02-27,20110227214533
98,"West Australian Sunday Times (Perth, WA : 1897-1902)",West Australian Sunday Times,"Perth, WA",1897 - 1902,2011-02-27,20110227214533
99,"Western Argus (Kalgoorlie, WA : 1894-1896)",Western Argus,"Kalgoorlie, WA",1894 - 1896,2011-02-27,20110227214533
100,"Western Argus (Kalgoorlie, WA : 1916-1938)",Western Argus,"Kalgoorlie, WA",1916 - 1938,2011-02-27,20110227214533
101,"Western Mail (Perth, WA : 1885-1954)",Western Mail,"Perth, WA",1885 - 1954,2011-02-27,20110227214533
129,"Broadford Courier (Broadford, VIC : 1891-1893)",Broadford Courier,"Broadford, VIC",1891 - 1893,2011-03-12,20110312022741
130,"Broadford Courier and Reedy Creek Times (Broadford, VIC : 1893-1916)",Broadford Courier and Reedy Creek Times,"Broadford, VIC",1893 - 1916,2011-03-12,20110312022741
145,"Evelyn Observer, and South and East Bourke Record (Vic. : 1882-1902)","Evelyn Observer, and South and East Bourke Record",VIC,1882 - 1902,2011-03-12,20110312022741
135,"Traralgon Record (Traralgon, VIC : 1886-1932)",Traralgon Record,"Traralgon, VIC",1886 - 1932,2011-03-12,20110312022741
124,"Yea Chronicle (Yea, VIC : 1891-1920)",Yea Chronicle,"Yea, VIC",1891 - 1920,2011-03-12,20110312022741
57,Bell’s Life in Sydney and Sporting Chronicle (NSW : 1860-1870),Bell’s Life in Sydney and Sporting Chronicle,NSW,1860 - 1870,2011-03-26,20110326223013
58,Bell’s Life in Sydney and Sporting Reviewer (NSW : 1845-1860),Bell’s Life in Sydney and Sporting Reviewer,NSW,1845 - 1860,2011-03-26,20110326223013
131,"Broadford Courier (Broadford, VIC : 1916-1920)",Broadford Courier,"Broadford, VIC",1916 - 1920,2011-03-26,20110326223013
63,"Centralian Advocate (Alice Springs, NT : 1947-1954)",Centralian Advocate,"Alice Springs, NT",1947 - 1954,2011-03-26,20110326223013
67,"Empire (Sydney, NSW : 1850-1875)",Empire,"Sydney, NSW",1850 - 1875,2011-03-26,20110326223013
143,Healesville and Yarra Glen Guardian (Vic. : 1900-1940),Healesville and Yarra Glen Guardian,VIC,1900 - 1940,2011-03-26,20110326223013
140,"Healesville Guardian (Healesville, Vic. : 1893-1898)",Healesville Guardian,"Healesville, VIC",1893 - 1898,2011-03-26,20110326223013
142,Healesville Guardian and Yarra Glen Guardian (Vic. : 1898-1900),Healesville Guardian and Yarra Glen Guardian,VIC,1898 - 1900,2011-03-26,20110326223013
128,"Broadford Courier and Reedy Creek Times (Broadford, VIC : 1891)",Broadford Courier and Reedy Creek Times,"Broadford, VIC",1891,2011-04-06,20110406012714
104,"Clarence and Richmond Examiner (Grafton, NSW : 1859)",Clarence and Richmond Examiner,"Grafton, NSW",1859,2011-04-06,20110406012714
64,"Clarence and Richmond Examiner (Grafton, NSW : 1889-1915)",Clarence and Richmond Examiner,"Grafton, NSW",1889 - 1915,2011-04-06,20110406012714
146,Evelyn Observer and Bourke East Record (Vic. : 1902-1917),Evelyn Observer and Bourke East Record,VIC,1902 - 1917,2011-04-06,20110406012714
108,Gippsland Times (Vic. : 1861-1954),Gippsland Times,VIC,1861 - 1954,2011-04-06,20110406012714
144,"Healesville Guardian (Lilydale, Vic. : 1942-1954)",Healesville Guardian,"Lilydale, VIC",1942 - 1954,2011-04-06,20110406012714
49,"Australasian Sketcher with Pen and Pencil (Melbourne, Vic. : 1873-1889)",Australasian Sketcher with Pen and Pencil,"Melbourne, VIC",1873 - 1889,2011-05-14,20110514212849
121,Australian Children's Newspaper (NSW : 1899 - 1900),Australian Children's Newspaper,NSW,1899 - 1900,2011-05-14,20110514212849
103,Australian News for Home Readers (Vic. :1864-1867),Australian News for Home Readers,VIC,1864 - 1867,2011-05-14,20110514212849
54,Bathurst Advocate (NSW : 1848-1849),Bathurst Advocate,NSW,1848 - 1849,2011-05-14,20110514212849
55,Bathurst Free Press (NSW : 1849-1851),Bathurst Free Press,NSW,1849 - 1851,2011-05-14,20110514212849
56,Bathurst Free Press and Mining Journal (NSW : 1851-1904),Bathurst Free Press and Mining Journal,NSW,1851 - 1904,2011-05-14,20110514212849
65,"Clarence and Richmond Examiner and New England Advertiser (Grafton, NSW : 1859-1889)",Clarence and Richmond Examiner and New England Advertiser,"Grafton, NSW",1859 - 1889,2011-05-14,20110514212849
159,"Deloraine and Westbury Advertiser (Hobart, Tas. : 1910-1912)",Deloraine and Westbury Advertiser,"Hobart, TAS",1910 - 1912,2011-05-14,20110514212849
141,Healesville Guardian and Yarra Glen Advocate (Vic. : 1898),Healesville Guardian and Yarra Glen Advocate,VIC,1898,2011-05-14,20110514212849
71,"Illustrated Australian News (Melbourne, Vic : 1890-1896)",Illustrated Australian News,"Melbourne, VIC",1890 - 1896,2011-05-14,20110514212849
70,"Illustrated Australian News (Melbourne, Vic. : 1876-1889)",Illustrated Australian News,"Melbourne, VIC",1876 - 1889,2011-05-14,20110514212849
105,"Illustrated Australian News and Musical Times (Melbourne, Vic. : 1889-1890)",Illustrated Australian News and Musical Times,"Melbourne, VIC",1889 - 1890,2011-05-14,20110514212849
72,"Illustrated Australian News for Home Readers (Melbourne, Vic : 1867-1875)",Illustrated Australian News for Home Readers,"Melbourne, VIC",1867 - 1875,2011-05-14,20110514212849
107,Illustrated Sydney News (NSW : 1853-1872),Illustrated Sydney News,NSW,1853 - 1872,2011-05-14,20110514212849
158,"Leven Lever (Hobart, Tas. : 1919- 1920)",Leven Lever,"Hobart, TAS",1919 - 1920,2011-05-14,20110514212849
115,North Western Advocate and the Emu Bay Times (TAS : 1899-1919),North Western Advocate and the Emu Bay Times,TAS,1899 - 1919,2011-05-14,20110514212849
160,"Observer (Hobart, Tas : 1845-1846)",Observer,"Hobart, TAS",1845 - 1846,2011-05-14,20110514212849
109,Portland Guardian (Vic. : 1876-1953),Portland Guardian,VIC,1876 - 1953,2011-05-14,20110514212849
110,Portland Guardian and Normanby General Advertiser (Vic. : 1842-1876),Portland Guardian and Normanby General Advertiser,VIC,1842 - 1876,2011-05-14,20110514212849
174,Adelaide Morning Chronicle (SA : 1852 - 1853),Adelaide Morning Chronicle,SA,1852 - 1853,2011-08-14,20110814053327
13,"Argus (Melbourne, Vic. : 1848 - 1956)",Argus,"Melbourne, VIC",1848 - 1956,2011-08-14,20110814053327
184,"Australian, Windsor, Richmond, and Hawkesbury Advertiser (NSW : 1873 - 1899)","Australian, Windsor, Richmond, and Hawkesbury Advertiser",NSW,1873 - 1899,2011-08-14,20110814053327
185,Ballarat Star (Vic. : 1865),Ballarat Star,VIC,1865,2011-08-14,20110814053327
216,Benalla Ensign (Vic. : 1938 - 1954),Benalla Ensign,VIC,1938 - 1954,2011-08-14,20110814053327
166,"Canberra Community News (Canberra, ACT : 1925 - 1927)",Canberra Community News,"Canberra, ACT",1925 - 1927,2011-08-14,20110814053327
165,"Canberra Illustrated: A Quarterly Magazine   (Canberra, ACT : 1925)",Canberra Illustrated: A Quarterly Magazine,"Canberra, ACT",1925,2011-08-14,20110814053327
186,"Capricornian (Rockhampton, Qld : 1875 - 1929)",Capricornian,"Rockhampton, QLD",1875 - 1929,2011-08-14,20110814053327
170,"Cornwall Chronicle (Launceston, Tas. : 1835 - 1880)",Cornwall Chronicle,"Launceston, TAS",1835 - 1880,2011-08-14,20110814053327
201,"Elsternwick Leader and East Brighton, South Brighton, Cheltenham, Mentone, Mordialloc, Oakleigh, Sandringham, Balaclava & Caulfi","Elsternwick Leader and East Brighton, South Brighton, Cheltenham, Mentone, Mordialloc, Oakleigh, Sandringham, Balaclava & Caulfi",,,2011-08-14,20110814053327
116,Emu Bay Times and North West and West Coast Advocate (Tas. : 1897 - 1899),Emu Bay Times and North West and West Coast Advocate,TAS,1897 - 1899,2011-08-14,20110814053327
218,Euroa Advertiser (Vic. : 1884 - 1920),Euroa Advertiser,VIC,1884 - 1920,2011-08-14,20110814053327
217,"Euroa and Violet Town, Longwood, Avenel, Strathbogie, Balmattam and Miepoll Gazette (Vic. : 1884)","Euroa and Violet Town, Longwood, Avenel, Strathbogie, Balmattam and Miepoll Gazette",VIC,1884,2011-08-14,20110814053327
167,"Federal Capital Pioneer Magazine  (Canberra, ACT : 1926 - 1927)",Federal Capital Pioneer Magazine,"Canberra, ACT",1926 - 1927,2011-08-14,20110814053327
152,Fitzroy City Press (Vic. : 1881 - 1920),Fitzroy City Press,VIC,1881 - 1920,2011-08-14,20110814053327
173,Geraldton Guardian (WA : 1906 - 1928),Geraldton Guardian,WA,1906 - 1928,2011-08-14,20110814053327
176,"Hawkesbury Advocate (Windsor, NSW : 1899 - 1900)",Hawkesbury Advocate,"Windsor, NSW",1899 - 1900,2011-08-14,20110814053327
177,"Hawkesbury Chronicle and Farmers Advocate (Windsor, NSW : 1881 - 1888)",Hawkesbury Chronicle and Farmers Advocate,"Windsor, NSW",1881 - 1888,2011-08-14,20110814053327
178,"Hawkesbury Courier and Agricultural and General Advertiser (Windsor, NSW : 1881 - 1888)",Hawkesbury Courier and Agricultural and General Advertiser,"Windsor, NSW",1881 - 1888,2011-08-14,20110814053327
179,"Hawkesbury Herald (Windsor, NSW : 1902 - 1945)",Hawkesbury Herald,"Windsor, NSW",1902 - 1945,2011-08-14,20110814053327
143,Healesville and Yarra Glen Guardian (Vic. : 1900 - 1942),Healesville and Yarra Glen Guardian,VIC,1900 - 1942,2011-08-14,20110814053327
140,Healesville Guardian (Vic. : 1893 - 1898),Healesville Guardian,VIC,1893 - 1898,2011-08-14,20110814053327
180,"Inquirer & Commercial News (Perth, WA : 1855 - 1901)",Inquirer & Commercial News,"Perth, WA",1855 - 1901,2011-08-14,20110814053327
181,"Inquirer (Perth, WA : 1840 - 1855)",Inquirer,"Perth, WA",1840 - 1855,2011-08-14,20110814053327
195,Kerang Times and Swan Hill Gazette (Vic. : 1877 - 1889),Kerang Times and Swan Hill Gazette,VIC,1877 - 1889,2011-08-14,20110814053327
196,Kyabram Union (Vic. : 1886 - 1894),Kyabram Union,VIC,1886 - 1894,2011-08-14,20110814053327
120,Liverpool Herald (NSW : 1897 - 1907),Liverpool Herald,NSW,1897 - 1907,2011-08-14,20110814053327
182,Liverpool Leader (also know as the Leader) (NSW : 1946 - 1949),Liverpool Leader,also know as the Leader) (NSW,1946 - 1949,2011-08-14,20110814053327
183,Liverpool News (NSW : 1837 - 1941),Liverpool News,NSW,1837 - 1941,2011-08-14,20110814053327
168,Malvern and Caulfield Standard (Vic. :  1906),Malvern and Caulfield Standard,VIC,1906,2011-08-14,20110814053327
169,Malvern Standard (Vic. : 1906 - 1931),Malvern Standard,VIC,1906 - 1931,2011-08-14,20110814053327
118,Moonta Herald and Northern Territory Gazette (NT : 1869),Moonta Herald and Northern Territory Gazette,NT,1869,2011-08-14,20110814053327
206,Mornington and Dromana Standard (Vic. : 1908 - 1911),Mornington and Dromana Standard,VIC,1908 - 1911,2011-08-14,20110814053327
210,"Mornington Standard (Frankston, Vic. : 1911 - 1920)",Mornington Standard,"Frankston, VIC",1911 - 1920,2011-08-14,20110814053327
205,Mornington Standard (Vic. : 1889 - 1908),Mornington Standard,VIC,1889 - 1908,2011-08-14,20110814053327
133,"Morwell Advertiser (Morwell, Vic. : 1888 - 1954)",Morwell Advertiser,"Morwell, VIC",1888 - 1954,2011-08-14,20110814053327
151,North Melbourne Advertiser (Vic. : 1873 - 1894),North Melbourne Advertiser,VIC,1873 - 1894,2011-08-14,20110814053327
215,"Oakleigh Leader (North Brighton, Vic. : 1888 - 1902)",Oakleigh Leader,"North Brighton, VIC",1888 - 1902,2011-08-14,20110814053327
214,"Oakleigh Leader and District Record (Brighton, Vic. : 1887 - 1888)",Oakleigh Leader and District Record,"Brighton, VIC",1887 - 1888,2011-08-14,20110814053327
208,"South Bourke and Mornington Journal (Richmond, Vic. : 1872 - 1920)",South Bourke and Mornington Journal,"Richmond, VIC",1872 - 1920,2011-08-14,20110814053327
189,"Star (Ballarat, Vic. : 1855 - 1864)",Star,"Ballarat, VIC",1855 - 1864,2011-08-14,20110814053327
117,Wellington Times and Agricultural and Mining Gazette (Tas : 1890 - 1897),Wellington Times and Agricultural and Mining Gazette,TAS,1890 - 1897,2011-08-14,20110814053327
192,Windsor and Richmond Gazette (NSW : 1888 - 1921),Windsor and Richmond Gazette,NSW,1888 - 1921,2011-08-14,20110814053327
190,Windsor Express and Richmond Advertiser (NSW : 1843 - 1844),Windsor Express and Richmond Advertiser,NSW,1843 - 1844,2011-08-14,20110814053327
46,"Advocate (Burnie, Tas. : 1890 - 1954)",Advocate,"Burnie, TAS",1890 - 1954,2011-09-04,20110904054413
112,Australian Women's Weekly (1933 - 1982),Australian Women's Weekly,,1933 - 1982,2011-09-04,20110904054413
223,Benalla Ensign and Farmer's and Squatter's Journal (Vic. : 1869 - 1872),Benalla Ensign and Farmer's and Squatter's Journal,VIC,1869 - 1872,2011-09-04,20110904054413
194,"Caulfield and Elsternwick Leader (North Brighton, VIC. : 1888 - 1902)",Caulfield and Elsternwick Leader,"North Brighton, VIC",1888 - 1902,2011-09-04,20110904054413
207,Coburg Leader (Vic. : 1890 - 1913),Coburg Leader,VIC,1890 - 1913,2011-09-04,20110904054413
199,"Elsternwick Leader (Brighton, Vic. : 1888)",Elsternwick Leader,"Brighton, VIC",1888,2011-09-04,20110904054413
200,"Elsternwick Leader and Caulfield and Balaclava Guardian (Brighton, Vic. : 1887)",Elsternwick Leader and Caulfield and Balaclava Guardian,"Brighton, VIC",1887,2011-09-04,20110904054413
198,"Elsternwick Leader and District Record (Brighton, Vic. : 1887 - 1888)",Elsternwick Leader and District Record,"Brighton, VIC",1887 - 1888,2011-09-04,20110904054413
221,Geraldton Guardian (WA : 1948 - 1950),Geraldton Guardian,WA,1948 - 1950,2011-09-04,20110904054413
220,Geraldton Guardian and Express (WA : 1929 - 1947),Geraldton Guardian and Express,WA,1929 - 1947,2011-09-04,20110904054413
178,"Hawkesbury Courier and Agricultural and General Advertiser (Windsor, NSW : 1844 - 1846)",Hawkesbury Courier and Agricultural and General Advertiser,"Windsor, NSW",1844 - 1846,2011-09-04,20110904054413
211,Kerang Times (Vic. : 1889 - 1890),Kerang Times,VIC,1889 - 1890,2011-09-04,20110904054413
197,Kyabram Union and Rodney Shire Advocate (Vic. : 1894 - 1894),Kyabram Union and Rodney Shire Advocate,VIC,1894 - 1894,2011-09-04,20110904054413
183,Liverpool News (NSW : 1937 - 1941),Liverpool News,NSW,1937 - 1941,2011-09-04,20110904054413
209,Maffra Spectator (Vic. : 1882 - 1920),Maffra Spectator,VIC,1882 - 1920,2011-09-04,20110904054413
150,South Bourke Standard (Vic. : 1861 - 1873),South Bourke Standard,VIC,1861 - 1873,2011-09-04,20110904054413
212,Sunbury News (Vic. : 1892),Sunbury News,VIC,1892,2011-09-04,20110904054413
202,Sunbury News (Vic. : 1900 - 1910),Sunbury News,VIC,1900 - 1910,2011-09-04,20110904054413
